,video_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,MOS_x,content,resolution,bitrate,bitrate_mu,AQ,is_AQ_test,level,reference,video_y,MOS_y,DMOS
192,MSPY-2_res2160_mu3000_sigma300_rate3233_aqOn.yuv,92,87,50,66,62,56,58,41,82,85,73,,85,67,42,78,71,99,74,67,65,77,72,62,67,85,72,70,45,70,62,79,67,60,67,69,82,69.61111111,MSPY-2,2160p,3233,3000,On,FALSE,2160p_3000,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.86111111,6.25
193,MSPY-2_res1080_mu1200_sigma100_rate1243_aqOn.yuv,81,79,40,80,,55,72,42,79,72,72,75,76,66,55,73,60,62,54,69,63,65,82,58,83,77,55,83,65,75,55,59,80,57,65,83,66,67.58333333,MSPY-2,1080p,1243,1200,On,FALSE,1080p_1200,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.86111111,8.277777778
194,MSPY-2_res720_mu1500_sigma300_rate1778_aqOn.yuv,80,73,49,49,67,73,41,58,65,62,88,80,81,67,45,58,63,91,75,31,84,71,84,55,77,53,70,85,61,64,69,71,79,75,61,72,70,67.48648649,MSPY-2,720p,1778,1500,On,FALSE,720p_1500,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.86111111,8.374624625
195,MSPY-2_res2160_mu11200_sigma300_rate11016_aqOn.yuv,78,85,43,62,,56,67,63,64,82,76,77,83,80,86,73,62,94,89,59,91,67,81,60,89,72,68,73,68,85,78,82,82,76,63,75,69,73.83333333,MSPY-2,2160p,11016,11200,On,FALSE,2160p_11200,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.86111111,2.027777778
196,MSPY-2_res2160_mu1000_sigma100_rate1104_aqOn.yuv,78,63,49,58,64,46,31,60,75,56,76,84,67,54,64,59,55,68,73,60,44,31,76,63,52,55,49,54,45,40,55,77,85,82,58,57,88,60.83783784,MSPY-2,2160p,1104,1000,On,FALSE,2160p_1000,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.86111111,15.02327327
197,MSPY-2_res1080_mu500_sigma100_rate614_aqOn.yuv,66,71,20,59,42,73,49,38,57,77,71,52,82,60,49,63,47,75,67,59,56,37,74,54,52,45,41,62,25,49,40,38,61,45,62,56,60,54.97297297,MSPY-2,1080p,614,500,On,FALSE,1080p_500,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.86111111,20.88813814
198,MSPY-2_res1080_mu5400_sigma300_rate5530_aqOn.yuv,83,83,48,58,75,90,80,54,72,78,79,,85,70,59,93,60,88,80,63,78,60,72,56,89,59,69,72,59,48,69,79,93,75,62,74,91,72.30555556,MSPY-2,1080p,5530,5400,On,FALSE,1080p_5400,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MSPY-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.86111111,3.555555556
199,COVT-107_res1080_mu1200_sigma100_rate1180_aqOn.yuv,64,54,62,52,58,72,49,27,48,76,76,63,84,53,39,58,46,67,52,73,24,58,70,62,41,78,48,52,53,52,54,41,78,79,28,52,87,57.56756757,COVT-107,1080p,1180,1200,On,FALSE,1080p_1200,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,20.76576577
200,COVT-107_res1080_mu500_sigma100_rate588_aqOn.yuv,50,38,40,41,,57,46,73,59,84,70,74,64,45,42,64,37,49,23,63,37,43,64,57,24,56,53,56,14,43,56,57,68,63,44,60,90,52.88888889,COVT-107,1080p,588,500,On,FALSE,1080p_500,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,25.44444444
202,COVT-107_res600_mu800_sigma200_rate587_aqOn.yuv,58,75,56,60,41,33,43,67,71,78,81,56,58,45,43,49,39,38,54,54,48,32,45,58,69,47,55,56,24,38,65,53,54,43,56,50,71,53.05405405,COVT-107,600p,587,800,On,FALSE,600p_800,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,25.27927928
203,COVT-107_res2160_mu11200_sigma300_rate11041_aqOn.yuv,50,48,78,73,93,92,72,11,78,74,100,,91,68,95,87,91,86,75,83,73,81,80,69,71,82,73,84,66,76,87,76,98,98,43,76,91,76.91666667,COVT-107,2160p,11041,11200,On,FALSE,2160p_11200,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,1.416666667
204,COVT-107_res1080_mu5400_sigma300_rate5513_aqOn.yuv,73,74,81,84,79,74,61,68,73,48,93,75,86,56,86,76,57,74,67,65,73,73,47,73,88,79,76,79,64,75,79,81,97,85,66,53,90,73.72972973,COVT-107,1080p,5513,5400,On,FALSE,1080p_5400,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,4.603603604
205,COVT-107_res2160_mu3000_sigma300_rate2669_aqOn.yuv,40,62,55,56,69,80,49,55,63,87,72,74,75,53,76,74,87,72,76,67,75,48,92,62,61,73,67,68,60,50,69,69,49,74,55,87,92,67.37837838,COVT-107,2160p,2669,3000,On,FALSE,2160p_3000,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,10.95495495
206,COVT-107_res2160_mu1000_sigma100_rate1021_aqOn.yuv,72,50,50,77,,49,30,64,56,49,70,72,65,50,35,66,51,60,60,64,36,41,59,41,52,66,47,71,22,31,54,44,63,54,54,59,86,54.72222222,COVT-107,2160p,1021,1000,On,FALSE,2160p_1000,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,23.61111111
207,COVT-107_res720_mu1500_sigma300_rate1328_aqOn.yuv,69,70,52,63,73,66,41,63,62,74,89,75,84,49,59,58,61,47,55,74,90,49,56,62,83,64,63,56,61,59,59,62,48,89,43,53,93,64.16216216,COVT-107,720p,1328,1500,On,FALSE,720p_1500,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-107_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.33333333,14.17117117
208,CIND-00h13m44s_res600_mu800_sigma50_rate831_aqOff.yuv,40,37,30,35,31,30,17,72,45,55,49,40,43,31,22,57,16,48,7,40,26,17,36,35,40,36,44,33,15,25,22,37,36,38,24,24,40,34.40540541,CIND-00h13m44s,600p,831,800,Off,TRUE,600p_800,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,47.18918919
209,CIND-00h13m44s_res720_mu1500_sigma100_rate1568_aqOff.yuv,56,49,42,44,,57,25,31,58,83,74,51,54,45,40,46,45,43,63,50,43,28,71,54,62,51,49,44,33,53,32,60,70,59,37,66,33,50.02777778,CIND-00h13m44s,720p,1568,1500,Off,TRUE,720p_1500,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,31.56681682
210,CIND-00h13m44s_res2160_mu3000_sigma300_rate2750_aqOn.yuv,35,71,43,39,,63,22,91,78,65,66,65,73,49,55,47,39,67,83,76,42,69,59,46,69,75,65,71,60,61,51,37,59,65,39,49,53,58.25,CIND-00h13m44s,2160p,2750,3000,On,TRUE,2160p_3000,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,23.34459459
211,CIND-00h13m44s_res600_mu800_sigma50_rate831_aqOn.yuv,45,31,16,40,35,57,21,35,28,51,44,55,40,48,5,30,11,38,46,50,28,26,48,36,35,38,39,34,18,30,36,40,49,41,34,20,35,35.48648649,CIND-00h13m44s,600p,831,800,On,TRUE,600p_800,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,46.10810811
212,CIND-00h13m44s_res2160_mu3000_sigma300_rate2750_aqOff.yuv,56,47,41,52,49,58,40,71,50,89,63,56,43,60,31,66,37,57,50,75,39,42,70,39,37,67,58,62,41,53,40,31,64,43,21,22,46,50.43243243,CIND-00h13m44s,2160p,2750,3000,Off,TRUE,2160p_3000,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,31.16216216
213,CIND-00h13m44s_res1080_mu5400_sigma300_rate5587_aqOn.yuv,50,100,25,84,89,89,54,96,78,63,95,86,86,65,58,62,61,86,99,61,87,63,95,73,96,72,98,75,70,68,58,74,97,88,63,80,88,76.54054054,CIND-00h13m44s,1080p,5587,5400,On,TRUE,1080p_5400,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,5.054054054
214,CIND-00h13m44s_res2160_mu11200_sigma300_rate11366_aqOn.yuv,86,87,77,86,75,92,89,93,82,81,70,81,95,82,99,75,91,90,100,95,88,91,95,69,91,90,89,79,91,76,73,86,98,98,70,69,94,85.75675676,CIND-00h13m44s,2160p,11366,11200,On,TRUE,2160p_11200,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,-4.162162162
216,CIND-00h13m44s_res1080_mu1200_sigma100_rate1231_aqOff.yuv,54,37,35,46,,41,27,30,43,56,78,37,64,49,41,27,39,49,42,48,34,26,79,62,60,39,50,49,26,29,33,43,63,39,35,13,40,43.41666667,CIND-00h13m44s,1080p,1231,1200,Off,TRUE,1080p_1200,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,38.17792793
217,CIND-00h13m44s_res1080_mu500_sigma100_rate499_aqOn.yuv,43,10,20,34,10,21,3,13,29,51,24,31,38,30,2,27,1,4,1,30,15,6,18,39,30,19,17,32,1,15,4,28,30,28,28,5,6,20.08108108,CIND-00h13m44s,1080p,499,500,On,TRUE,1080p_500,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,61.51351351
218,CIND-00h13m44s_res720_mu1500_sigma100_rate1568_aqOn.yuv,75,73,40,71,36,60,32,48,63,64,71,49,75,49,57,46,36,61,48,67,28,41,68,41,38,41,52,47,61,39,58,55,56,69,65,31,48,52.94594595,CIND-00h13m44s,720p,1568,1500,On,TRUE,720p_1500,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,28.64864865
219,CIND-00h13m44s_res1080_mu1200_sigma100_rate1231_aqOn.yuv,41,66,41,56,,47,46,33,55,62,59,64,51,46,32,43,29,49,12,60,39,42,71,63,47,35,48,46,36,28,45,56,68,39,33,25,64,46.58333333,CIND-00h13m44s,1080p,1231,1200,On,TRUE,1080p_1200,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,35.01126126
220,CIND-00h13m44s_res2160_mu1000_sigma100_rate1011_aqOn.yuv,24,39,9,42,,23,29,32,44,56,23,37,40,38,25,28,12,7,6,34,6,7,37,36,57,25,34,47,3,21,13,34,32,17,30,5,12,26.77777778,CIND-00h13m44s,2160p,1011,1000,On,TRUE,2160p_1000,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CIND-00h13m44s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59459459,54.81681682
222,CHMA-313-2_res600_mu800_sigma200_rate695_aqOn.yuv,71,67,66,59,59,43,39,78,61,74,95,,77,51,44,38,66,86,90,59,30,62,71,48,76,40,57,59,70,52,71,65,60,62,43,49,66,61.22222222,CHMA-313-2,600p,695,800,On,FALSE,600p_800,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,19.83183183
223,CHMA-313-2_res1080_mu500_sigma100_rate638_aqOn.yuv,63,49,35,43,,35,27,67,50,58,85,68,70,36,42,27,26,33,51,42,36,41,73,55,65,55,56,36,48,33,34,40,24,39,37,27,39,45.69444444,CHMA-313-2,1080p,638,500,On,FALSE,1080p_500,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,35.35960961
224,CHMA-313-2_res1080_mu1200_sigma100_rate954_aqOn.yuv,73,73,54,72,46,40,90,43,78,76,95,,79,45,53,63,35,90,80,76,26,40,81,39,70,73,61,62,51,44,63,69,43,73,75,66,68,62.91666667,CHMA-313-2,1080p,954,1200,On,FALSE,1080p_1200,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,18.13738739
225,CHMA-313-2_res2160_mu11200_sigma300_rate11194_aqOn.yuv,80,94,82,70,85,90,32,85,72,84,78,81,98,70,83,73,84,90,79,80,92,74,92,61,93,81,76,75,65,75,64,77,89,96,66,79,76,78.94594595,CHMA-313-2,2160p,11194,11200,On,FALSE,2160p_11200,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,2.108108108
226,CHMA-313-2_res720_mu1500_sigma300_rate1682_aqOn.yuv,75,92,74,65,51,85,39,14,73,51,96,76,83,55,45,49,94,82,79,70,71,71,92,62,77,72,69,68,48,56,83,80,84,92,73,59,72,69.64864865,CHMA-313-2,720p,1682,1500,On,FALSE,720p_1500,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,11.40540541
227,CHMA-313-2_res2160_mu3000_sigma300_rate3249_aqOn.yuv,59,86,74,65,72,80,50,26,79,85,84,67,89,50,59,64,54,81,72,65,52,64,92,64,70,89,73,72,58,57,41,75,85,90,45,74,72,68.48648649,CHMA-313-2,2160p,3249,3000,On,FALSE,2160p_3000,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,12.56756757
228,CHMA-313-2_res2160_mu1000_sigma100_rate1044_aqOn.yuv,33,26,22,29,29,34,11,15,54,68,62,40,65,45,14,29,7,25,12,34,24,26,60,48,69,42,35,57,18,7,27,44,26,34,45,37,24,34.51351351,CHMA-313-2,2160p,1044,1000,On,FALSE,2160p_1000,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,46.54054054
229,CHMA-313-2_res1080_mu5400_sigma300_rate5646_aqOn.yuv,81,91,52,70,,74,77,82,66,81,76,59,91,73,92,76,80,97,79,69,97,86,67,65,77,92,87,90,57,74,75,94,77,80,48,77,87,77.66666667,CHMA-313-2,1080p,5646,5400,On,FALSE,1080p_5400,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.05405405,3.387387387
230,MRSM-301_res1080_mu500_sigma100_rate475_aqOn.yuv,25,25,22,26,12,34,5,82,15,24,36,14,29,49,2,13,7,23,3,31,7,10,17,34,26,15,25,27,3,12,5,31,24,18,33,9,3,20.97297297,MRSM-301,1080p,475,500,On,FALSE,1080p_500,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,56.67567568
232,MRSM-301_res2160_mu1000_sigma100_rate1127_aqOn.yuv,44,42,17,50,38,24,23,65,48,21,47,55,59,36,30,28,37,27,8,40,29,13,41,38,44,41,37,38,26,19,29,30,28,38,37,27,18,34.37837838,MRSM-301,2160p,1127,1000,On,FALSE,2160p_1000,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,43.27027027
233,MRSM-301_res600_mu800_sigma200_rate1060_aqOn.yuv,71,49,25,68,59,33,41,25,60,70,82,80,69,44,38,39,35,40,49,67,28,37,66,41,46,60,30,51,27,38,51,51,48,38,57,24,58,48.51351351,MRSM-301,600p,1060,800,On,FALSE,600p_800,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,29.13513514
234,MRSM-301_res1080_mu1200_sigma100_rate1109_aqOn.yuv,56,31,36,66,41,57,31,67,22,61,60,48,74,43,38,46,28,37,21,49,26,30,49,41,52,44,32,58,24,45,36,53,28,24,37,36,65,43.02702703,MRSM-301,1080p,1109,1200,On,FALSE,1080p_1200,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,34.62162162
235,MRSM-301_res720_mu1500_sigma300_rate1542_aqOn.yuv,79,73,48,64,62,58,40,30,68,72,53,68,79,62,54,40,37,75,19,50,45,49,73,56,63,66,54,53,32,52,58,69,64,67,49,46,62,56.45945946,MRSM-301,720p,1542,1500,On,FALSE,720p_1500,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,21.18918919
236,MRSM-301_res2160_mu3000_sigma300_rate3297_aqOn.yuv,61,61,40,56,,73,49,79,77,71,62,80,77,71,64,60,62,88,23,70,69,67,91,51,81,60,65,64,34,64,53,91,78,77,64,93,84,66.94444444,MRSM-301,2160p,3297,3000,On,FALSE,2160p_3000,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,10.7042042
237,MRSM-301_res2160_mu11200_sigma300_rate11216_aqOn.yuv,89,100,73,64,71,78,75,72,68,70,54,72,80,64,82,77,75,80,76,78,64,83,95,60,82,85,77,71,55,73,81,83,87,72,70,85,99,76.21621622,MRSM-301,2160p,11216,11200,On,FALSE,2160p_11200,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,1.432432432
238,MRSM-301_res1080_mu5400_sigma300_rate5519_aqOn.yuv,86,73,64,65,,66,75,85,74,89,62,80,64,51,81,63,75,100,74,67,85,77,92,63,75,77,72,80,58,68,79,75,94,69,36,50,71,72.63888889,MRSM-301,1080p,5519,5400,On,FALSE,1080p_5400,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.64864865,5.00975976
239,BTFB-01h41m55s_res600_mu800_sigma50_rate787_aqOff.yuv,45,37,40,50,25,35,34,60,48,58,91,77,60,49,29,36,16,30,42,36,37,34,43,43,56,64,47,45,35,32,58,66,59,52,43,39,56,46.13513514,BTFB-01h41m55s,600p,787,800,Off,TRUE,600p_800,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,20.03153153
240,BTFB-01h41m55s_res1080_mu5400_sigma300_rate5685_aqOn.yuv,67,39,68,64,70,82,81,44,73,73,74,70,57,66,69,49,62,87,61,69,89,63,62,67,59,73,80,67,46,66,61,88,92,80,52,74,67,67.86486486,BTFB-01h41m55s,1080p,5685,5400,On,TRUE,1080p_5400,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,-1.698198198
241,BTFB-01h41m55s_res2160_mu3000_sigma300_rate2798_aqOff.yuv,74,38,41,76,43,42,37,70,76,68,64,66,83,37,43,48,51,80,50,42,37,41,48,60,62,69,73,46,52,61,38,77,85,55,54,51,35,56.02702703,BTFB-01h41m55s,2160p,2798,3000,Off,TRUE,2160p_3000,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,10.13963964
242,BTFB-01h41m55s_res600_mu800_sigma50_rate787_aqOn.yuv,59,38,50,47,,72,28,27,48,73,52,68,51,48,34,48,39,62,28,45,27,27,49,40,82,51,50,43,39,41,37,57,64,48,40,27,76,47.63888889,BTFB-01h41m55s,600p,787,800,On,TRUE,600p_800,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,18.52777778
243,BTFB-01h41m55s_res720_mu1500_sigma100_rate1409_aqOn.yuv,74,26,46,47,33,68,18,75,62,77,79,65,60,48,27,48,32,25,49,57,49,49,58,56,65,69,74,57,68,57,55,58,85,60,66,44,65,55.43243243,BTFB-01h41m55s,720p,1409,1500,On,TRUE,720p_1500,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,10.73423423
244,BTFB-01h41m55s_res1080_mu500_sigma100_rate386_aqOn.yuv,28,12,24,49,,20,14,7,45,46,35,,32,49,7,34,16,16,1,21,15,7,1,37,19,29,29,18,1,10,15,12,50,18,31,8,3,21.68571429,BTFB-01h41m55s,1080p,386,500,On,TRUE,1080p_500,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,44.48095238
245,BTFB-01h41m55s_res720_mu1500_sigma100_rate1409_aqOff.yuv,52,43,44,38,31,36,27,75,47,60,66,71,61,47,42,56,35,19,44,49,34,36,50,60,67,76,60,55,53,62,58,76,58,61,56,56,61,51.94594595,BTFB-01h41m55s,720p,1409,1500,Off,TRUE,720p_1500,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,14.22072072
247,BTFB-01h41m55s_res2160_mu1000_sigma100_rate1051_aqOn.yuv,17,49,29,37,20,59,39,8,33,60,18,45,57,31,28,28,46,22,28,44,24,26,9,40,42,31,36,43,21,29,54,60,53,68,34,25,24,35.59459459,BTFB-01h41m55s,2160p,1051,1000,On,TRUE,2160p_1000,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,30.57207207
248,BTFB-01h41m55s_res1080_mu1200_sigma100_rate1459_aqOff.yuv,69,49,50,75,37,37,36,63,56,74,81,68,80,54,50,53,20,70,23,52,45,20,39,58,57,53,63,59,41,42,48,77,65,67,62,51,55,54.02702703,BTFB-01h41m55s,1080p,1459,1200,Off,TRUE,1080p_1200,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,12.13963964
249,BTFB-01h41m55s_res2160_mu3000_sigma300_rate2798_aqOn.yuv,77,49,53,59,,76,51,44,58,65,73,69,75,44,73,54,53,84,45,41,39,24,37,60,68,74,59,57,41,45,44,57,86,71,62,74,63,58.44444444,BTFB-01h41m55s,2160p,2798,3000,On,TRUE,2160p_3000,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,7.722222222
250,BTFB-01h41m55s_res1080_mu1200_sigma100_rate1459_aqOn.yuv,65,38,52,64,55,64,35,81,76,64,76,67,63,35,48,48,45,71,59,63,54,44,32,63,78,53,61,64,42,60,71,61,74,67,62,56,57,58.59459459,BTFB-01h41m55s,1080p,1459,1200,On,TRUE,1080p_1200,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,7.572072072
251,BTFB-01h41m55s_res2160_mu11200_sigma300_rate11259_aqOn.yuv,77,81,59,58,,89,38,65,71,76,63,74,81,65,72,48,71,82,45,70,55,71,53,67,87,82,78,73,52,75,74,97,76,82,41,79,60,69.08333333,BTFB-01h41m55s,2160p,11259,11200,On,TRUE,2160p_11200,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.16666667,-2.916666667
252,CHMA-101_res2160_mu11200_sigma300_rate10762_aqOn.yuv,85,54,79,83,90,91,43,68,53,79,68,86,92,73,96,81,81,92,25,74,80,66,89,64,77,82,92,80,68,81,46,93,83,94,69,58,90,75.81081081,CHMA-101,2160p,10762,11200,On,FALSE,2160p_11200,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,2.216216216
253,CHMA-101_res1080_mu1200_sigma100_rate1219_aqOn.yuv,70,39,27,46,27,46,6,14,48,48,65,31,51,51,41,27,40,53,25,39,36,28,59,32,42,61,43,48,43,34,31,43,27,37,43,33,56,40.27027027,CHMA-101,1080p,1219,1200,On,FALSE,1080p_1200,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,37.75675676
254,CHMA-101_res2160_mu3000_sigma300_rate3316_aqOn.yuv,72,34,57,50,,56,32,28,68,82,60,83,55,49,42,49,65,61,57,41,50,48,49,42,65,74,49,60,41,42,55,64,29,76,29,28,81,53.41666667,CHMA-101,2160p,3316,3000,On,FALSE,2160p_3000,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,24.61036036
